id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,bitflag
7276,кръмлѥникъ,Nb,кръмленікъ,1,,,,,,supr_y_fixed,,,,32
7277,въспрѧтати,V-,въспрѧтаті,1,,,,,,supr_y_fixed,,,,32
7278,млѣчьнъ,A-,млѣчьнъ,2,,,,,,supr_y_fixed,,,,32
7279,надоити,V-,надоіті,1,,,,,,supr_y_fixed,,,,32
7280,лаꙗниѥ,Nb,лаѣніе,3,,,,,,supr_y_fixed,,,,32
7281,добро,Df,добро,2,,,,,,supr_y_fixed,,vit-meth_4_removed,,160
7282,сваръ,Nb,сваръ,2,,,,,,supr_y_fixed,,,,32
7283,бещьстиѥ,Nb,бештьстіе,4,,,,,,supr_y_fixed,vit-const,,,96
7284,ѫгъльнъ,A-,ѫгъльнъ,3,,,,,,supr_y_fixed,,,,32
7285,сънорити,V-,съноріті,1,,,,,,supr_y_fixed,,,,32
7286,отьмити,V-,отьміті,2,,,,,,supr_y_fixed,,,,32
7287,богоносьць,Nb,богоносьць,1,,,,,,supr_y_fixed,,,,32
7288,некротъкъ,A-,некротъкъ,2,,,,,,supr_y_fixed,,,,32
7289,притварꙗти,V-,прітварѣті,4,,,,,,supr_y_fixed,,,,32
7290,ꙗроу,Df,ѣроу,1,,,,,,supr_y_fixed,,,,32
7291,желꙗ,Nb,желѣ,2,,,,,,supr_y_fixed,,,,32
7292,рахиль,Ne,рахіль,1,,,,,,supr_y_fixed,,,,32
7293,ѥгда,Df,егда,2,,,,,,supr_y_fixed,,,,32
7294,виньникъ,Nb,віньнікъ,1,,,,,,supr_y_fixed,,,,32
7295,безоумаи,A-,безоумаі,1,,,,,,supr_y_fixed,,,,32
7296,невиньнъ,A-,невіньнъ,1,,,,,,supr_y_fixed,,,,32
7297,несъвѣщаниѥ,Nb,несъвѣштаніе,1,,,,,,supr_y_fixed,,,,32
7298,пѣготивъ,A-,пѣготівъ,2,,,,,,supr_y_fixed,,,,32
7299,пѣготꙑ,Nb,пѣготъі,2,,,,,,supr_y_fixed,,,,32
7300,събрꙑсати,V-,събръісаті,1,,,,,,supr_y_fixed,,,,32
7301,раслаблѥнъ,A-,раслабленъ,3,,,,,,supr_y_fixed,,,,32
7302,вѣꙗниѥ,Nb,вѣѣніе,1,,,,,,supr_y_fixed,,,,32
7303,зълодѣꙗниѥ,Nb,зълодѣѣніе,1,,,,,,supr_y_fixed,,,,32
7304,зьрѣлъ,A-,зьрѣлъ,2,,,,,,supr_y_fixed,,,,32
7305,издрастити,V-,іздрастіті,1,,,,,,supr_y_fixed,,,,32
7306,истъщити,V-,істъштіті,1,,,,,,supr_y_fixed,,,,32
7307,обрѣтѣль,Nb,обрѣтѣль,1,,,,,,supr_y_fixed,,,,32
7308,оудворьникъ,Nb,оудворьнікъ,1,,,,,,supr_y_fixed,,,,32
7309,попьраниѥ,Nb,попьраніе,2,,,,,,supr_y_fixed,,,,32
7310,оубитиѥ,Nb,оубітіе,1,,,,,,supr_y_fixed,,,,32
7311,възавидѣти,V-,възавідѣті,1,,,,,,supr_y_fixed,,,,32
7312,братолюбьство,Nb,братолюбьство,1,,,,,,supr_y_fixed,,,,32
7313,лѫкавьствиѥ,Nb,лѫкавьствіе,2,,,,,,supr_y_fixed,,,,32
7314,наострити,V-,наостріті,1,,,,,,supr_y_fixed,,,,32
7315,новорожденъ,A-,новорожденъ,1,,,,,,supr_y_fixed,,,,32
7316,добротворити,V-,добротворіті,5,,,,,,supr_y_fixed,,,,32
7317,чьто,Df,чьто,1,,,,,,supr_y_fixed,,,,32
7318,поспѣшати,V-,поспѣшаті,1,,,,,,supr_y_fixed,,,,32
7319,алъчьбьнъ,A-,алъчьбьнъ,3,,,,,,supr_y_fixed,,,,32
7320,пьрати,V-,пьраті,1,,,,,,supr_y_fixed,,,,32
7321,благоврѣменьнъ,A-,благоврѣменьнъ,1,,,,,,supr_y_fixed,,,,32
7322,загладити,V-,загладіті,3,,,,,,supr_y_fixed,,,,32
7323,кроплꙗ,Nb,кроплѣ,1,,,,,,supr_y_fixed,,,,32
7324,пристѫплѥниѥ,Nb,прістѫпленіе,2,,,,,,supr_y_fixed,,,,32
7325,непогонѥниѥ,Nb,непогоненіе,1,,,,,,supr_y_fixed,,,,32
7326,съшьствиѥ,Nb,съшьствіе,3,,,,,,supr_y_fixed,,,,32
7327,лихотъкъ,Nb,ліхотъкъ,1,,,,,,supr_y_fixed,,,,32
7328,фарисеинъ,A-,фарісеінъ,1,,,,,,supr_y_fixed,,,,32
7329,благовоньнъ,A-,благовоньнъ,1,,,,,,supr_y_fixed,,,,32
7330,беспосагаи,A-,беспосагаі,1,,,,,,supr_y_fixed,,,,32
7331,оутварꙗти,V-,оутварѣті,3,,,,,,supr_y_fixed,,,,32
7332,остръгати,V-,остръгаті,2,,,,,,supr_y_fixed,,,,32
7333,кръвоточѧщиꙗ,Nb,кръвоточѧштіѣ,1,,,,,,supr_y_fixed,,,,32
7334,хананеꙗ,Nb,хананеѣ,1,,,,,,supr_y_fixed,,,,32
7335,дѣльникъ,Nb,дѣльнікъ,2,,,,,,supr_y_fixed,,,,32
7336,блѫдьничьскъ,A-,блѫдьнічьскъ,1,,,,,,supr_y_fixed,,,,32
7337,дрьжаниѥ,Nb,дрьжаніе,2,,,,,,supr_y_fixed,,,,32
7338,зълотворити,V-,зълотворіті,1,,,,,,supr_y_fixed,,,,32
7339,мъножати,V-,мъножаті,2,,,,,,supr_y_fixed,,,,32
7340,прѣмь,Df,прѣмь,1,,,,,,supr_y_fixed,,,,32
7341,скѫдость,Nb,скѫдость,2,,,,,,supr_y_fixed,,,,32
7342,зълобити,V-,зълобіті,1,,,,,,supr_y_fixed,,,,32
7343,рѣчьновати,V-,рѣчьноваті,1,,,,,,supr_y_fixed,,,,32
7344,чистина,Nb,чістіна,1,,,,,,supr_y_fixed,,,,32
7345,соулѣѥ,Df,соулѣе,1,,,,,,supr_y_fixed,,,,32
7346,непрѣидомъ,A-,непрѣідомъ,1,,,,,,supr_y_fixed,,,,32
7347,незъванъ,A-,незъванъ,1,,,,,,supr_y_fixed,,,,32
7348,бесрамиѥ,Nb,бесраміе,3,,,,,,supr_y_fixed,,,,32
7349,жизньнъ,A-,жізньнъ,1,,,,,,supr_y_fixed,,,,32
7350,намочити,V-,намочіті,1,,,,,,supr_y_fixed,,,,32
7351,брꙑсало,Nb,бръісало,1,,,,,,supr_y_fixed,,,,32
7352,ацѣ,G-,ацѣ,1,,,,,,supr_y_fixed,,,,32
7353,прѣмьдивъ,A-,прѣмьдівъ,1,,,,,,supr_y_fixed,,,,32
7354,оумѧчити,V-,оумѧчіті,2,,,,,,supr_y_fixed,,,,32
7355,хоулолюбивъ,A-,хоулолюбівъ,1,,,,,,supr_y_fixed,,,,32
7356,срѣда#2,Nb,срѣда#2,1,,,,,,supr_y_fixed,,,,32
7357,вьдовьчь,A-,вьдовьчь,1,,,,,,supr_y_fixed,,,,32
7358,съмлѣти,V-,съмлѣті,1,,,,,,supr_y_fixed,,,,32
7359,оумѣсити,V-,оумѣсіті,1,,,,,,supr_y_fixed,,,,32
7360,съзорити,V-,съзоріті,1,,,,,,supr_y_fixed,,,,32
7361,хоудъ,Nb,хоудъ,1,,,,,,supr_y_fixed,,,,32
7362,съжѧти,V-,съжѧті,1,,,,,,supr_y_fixed,,,,32
7363,богосварьнъ,A-,богосварьнъ,1,,,,,,supr_y_fixed,,,,32
7364,нечоувьство,Nb,нечоувьство,1,,,,,,supr_y_fixed,,,,32
7365,прѣстѫплѥниѥ,Nb,прѣстѫпленіе,2,,,,,,supr_y_fixed,,,,32
7366,гръньчарь,Nb,гръньчарь,1,,,,,,supr_y_fixed,,,,32
7367,оскврьнавлꙗти,V-,оскврьнавлѣті,1,,,,,,supr_y_fixed,,,,32
7368,праздьньство,Nb,праздьньство,8,,,,,,supr_y_fixed,,,,32
7369,отъмьщати,V-,отъмьштаті,1,,,,,,supr_y_fixed,,,,32
7370,манасиꙗ,Ne,манасіѣ,1,,,,,,supr_y_fixed,,,,32
7371,пила,Nb,піла,1,,,,,,supr_y_fixed,,,,32
7372,прѣтирати,V-,прѣтіраті,1,,,,,,supr_y_fixed,,,,32
7373,вѣтъ,Nb,вѣтъ,2,,,,,,supr_y_fixed,,,,32
7374,власьнъ,A-,власьнъ,1,,,,,,supr_y_fixed,,,,32
7375,младьнъ,A-,младьнъ,1,,,,,,supr_y_fixed,,,,32
7376,кричава,Nb,крічава,1,,,,,,supr_y_fixed,,,,32
7377,трьѕаниѥ,Nb,трьзаніе,1,,,,,,supr_y_fixed,,,,32
7378,межда,Nb,межда,1,,,,,,supr_y_fixed,,,,32
7379,простовласъ,A-,простовласъ,1,,,,,,supr_y_fixed,,,,32
7380,жалити,V-,жаліті,2,,,,,,supr_y_fixed,,vit-meth_4_removed,,160
7381,исѣчениѥ,Nb,ісѣченіе,1,,,,,,supr_y_fixed,,,,32
7382,багърити,V-,багъріті,1,,,,,,supr_y_fixed,,,,32
7383,мъстъ,Nb,мъстъ,1,,,,,,supr_y_fixed,,,,32
7384,мѣсити,V-,мѣсіті,1,,,,,,supr_y_fixed,,,,32
7385,прикладати,V-,прікладаті,2,,,,,,supr_y_fixed,vit-const,,,96
7386,вьрѣти,V-,вьрѣті,1,,,,,,supr_y_fixed,,,,32
7387,зѧбсти,V-,зѧбсті,1,,,,,,supr_y_fixed,,,,32
7388,разбои,Nb,разбоі,1,,,,,,supr_y_fixed,,,,32
7389,несъвѣтьство,Nb,несъвѣтьство,1,,,,,,supr_y_fixed,,,,32
7390,рѣка,A-,рѣка,1,,,,,,supr_y_fixed,,,,32
7391,чрьпати,V-,чрьпаті,1,,,,,,supr_y_fixed,,,,32
7392,стрѣкати,V-,стрѣкаті,1,,,,,,supr_y_fixed,,,,32
7393,гобино,Nb,гобіно,1,,,,,,supr_y_fixed,,,,32
7394,задъхнѫти,V-,задъхнѫті,2,,,,,,supr_y_fixed,,,,32
7395,измѫдрѣвати,V-,ізмѫдрѣваті,1,,,,,,supr_y_fixed,,,,32
7396,ослѣплꙗти,V-,ослѣплѣті,2,,,,,,supr_y_fixed,,,,32
7397,оубоичьнъ,A-,оубоічьнъ,1,,,,,,supr_y_fixed,,,,32
7398,пѣнити,V-,пѣніті,1,,,,,,supr_y_fixed,,,,32
7399,тишити,V-,тішіті,1,,,,,,supr_y_fixed,,,,32
7400,оувѧждати,V-,оувѧждаті,3,,,,,,supr_y_fixed,,,,32
7401,осла,Nb,осла,2,,,,,,supr_y_fixed,vit-const,,,96
7402,ръжда,Nb,ръжда,1,,,,,,supr_y_fixed,,,,32
7403,ащеръ,Nb,аштеръ,1,,,,,,supr_y_fixed,,,,32
7404,вѣтии,Nb,вѣтіі,1,,,,,,supr_y_fixed,,,,32
7405,некрьстьнъ,A-,некрьстьнъ,2,,,,,,supr_y_fixed,,,,32
7406,истаплꙗти,V-,істаплѣті,2,,,,,,supr_y_fixed,vit-const,,,96
7407,кръмьникъ,Nb,кръмьнікъ,3,,,,,,supr_y_fixed,,,,32
7408,прѣждьникъ,Nb,прѣждьнікъ,2,,,,,,supr_y_fixed,,,,32
7409,имѣниице,Nb,імѣнііце,1,,,,,,supr_y_fixed,,,,32
7410,кръмити#2,V-,кръміті#2,1,,,,,,supr_y_fixed,,,,32
7411,ꙗдро,Nb,ѣдро,2,,,,,,supr_y_fixed,,,,32
7412,корабьчии,Nb,корабьчіі,1,,,,,,supr_y_fixed,,,,32
7413,весло,Nb,весло,1,,,,,,supr_y_fixed,,,,32
7414,прѣклада,Nb,прѣклада,1,,,,,,supr_y_fixed,,,,32
7415,оглаголаниѥ,Nb,оглаголаніе,2,,,,,,supr_y_fixed,,,,32
7416,оукорѥниѥ,Nb,оукореніе,2,,,,,,supr_y_fixed,,,,32
7417,котъка,Nb,котъка,1,,,,,,supr_y_fixed,,,,32
7418,гвоздвии,Nb,гвоздвіі,1,,,,,,supr_y_fixed,,,,32
7419,неразоумиѥ,Nb,неразоуміе,2,,,,,,supr_y_fixed,,,,32
7420,китъ,Nb,кітъ,2,,,,,,supr_y_fixed,,,,32
7421,нинеѵи,Ne,нінеуі,1,,,,,,supr_y_fixed,,,,32
7422,срѣдѣ,R-,срѣдѣ,1,,,,,,supr_y_fixed,,,,32
7423,освѣщавати,V-,освѣштаваті,1,,,,,,supr_y_fixed,,,,32
7424,исканиѥ,Nb,ісканіе,2,,,,,,supr_y_fixed,vit-const,,,96
7425,испрьвъ,A-,іспрьвъ,1,,,,,,supr_y_fixed,,,,32
7426,чловѣкооубоица,Nb,чловѣкооубоіца,1,,,,,,supr_y_fixed,,,,32
7427,прѣдолѣниѥ,Nb,прѣдолѣніе,1,,,,,,supr_y_fixed,,,,32
7428,наоуѳеовъ,A-,наоуѳеовъ,1,,,,,,supr_y_fixed,,,,32
7429,плѧсьць,Nb,плѧсьць,1,,,,,,supr_y_fixed,,,,32
7430,благодариѥ,Nb,благодаріе,1,,,,,,supr_y_fixed,,,,32
7431,филистионовъ,A-,філістіоновъ,1,,,,,,supr_y_fixed,,,,32
7432,славлѥниѥ,Nb,славленіе,1,,,,,,supr_y_fixed,,,,32
7433,правити,V-,правіті,1,,,,,,supr_y_fixed,,,,32
7434,възбѣсовати,V-,възбѣсоваті,1,,,,,,supr_y_fixed,,,,32
7435,писменъ,A-,пісменъ,1,,,,,,supr_y_fixed,,,,32
7436,притѧжаниѥ,Nb,прітѧжаніе,2,,,,,,supr_y_fixed,,,,32
7437,лиховати,V-,ліховаті,1,,,,,,supr_y_fixed,,,,32
7438,срьдьцевѣдьць,Nb,срьдьцевѣдьць,1,,,,,,supr_y_fixed,,,,32
7439,отѧжьчавати,V-,отѧжьчаваті,1,,,,,,supr_y_fixed,,,,32
7440,любьзнѣ,Df,любьзнѣ,2,,,,,,supr_y_fixed,,,,32
7441,малословиѥ,Nb,малословіе,1,,,,,,supr_y_fixed,,,,32
7442,негъли,G-,негълі,1,,,,,,supr_y_fixed,,,,32
7443,исхаждати,V-,ісхаждаті,1,,,,,,supr_y_fixed,,,,32
7444,потѣщи,V-,потѣшті,1,,,,,,supr_y_fixed,,,,32
7445,омѧчити,V-,омѧчіті,1,,,,,,supr_y_fixed,,,,32
7446,прощениѥ,Nb,проштеніе,7,,,,,,supr_y_fixed,,,,32
7447,отъмѧчити,V-,отъмѧчіті,1,,,,,,supr_y_fixed,,,,32
7448,динарии,Nb,дінаріі,6,,,,,,supr_y_fixed,,,,32
7449,искариотинъ,Ne,іскаріотінъ,5,,,,,,supr_y_fixed,,,,32
7450,напрьвоѥ,Df,напрьвое,1,,,,,,supr_y_fixed,,,,32
7451,оклеветаниѥ,Nb,оклеветаніе,2,,,,,,supr_y_fixed,,,,32
7452,оукорьнъ,A-,оукорьнъ,4,,,,,,supr_y_fixed,,,,32
7453,прѣданьникъ,Nb,прѣданьнікъ,1,,,,,,supr_y_fixed,,,,32
7454,вратъкъ,A-,вратъкъ,1,,,,,,supr_y_fixed,,,,32
7455,охлѧданиѥ,Nb,охлѧданіе,1,,,,,,supr_y_fixed,,,,32
7456,тождеимениѥ,Nb,тождеіменіе,1,,,,,,supr_y_fixed,,,,32
7457,прѣдавьникъ,Nb,прѣдавьнікъ,2,,,,,,supr_y_fixed,,,,32
7458,доброчьсть,Nb,доброчьсть,1,,,,,,supr_y_fixed,,,,32
7459,прозъвати,V-,прозъваті,2,,,,,,supr_y_fixed,,,,32
7460,прѧтати,V-,прѧтаті,1,,,,,,supr_y_fixed,,,,32
7461,сьребролюбьствиѥ,Nb,сьребролюбьствіе,4,,,,,,supr_y_fixed,,,,32
7462,заоушити,V-,заоушіті,3,,,,,,supr_y_fixed,,,,32
7463,поимовати,V-,поімоваті,1,,,,,,supr_y_fixed,,,,32
7464,чистити,V-,чістіті,2,,,,,,supr_y_fixed,,,,32
7465,сьребролюбьство,Nb,сьребролюбьство,3,,,,,,supr_y_fixed,,,,32
7466,възбѣшати,V-,възбѣшаті,1,,,,,,supr_y_fixed,,,,32
7467,бесѣдованиѥ,Nb,бесѣдованіе,1,,,,,,supr_y_fixed,,,,32
7468,обьщиѥ,Nb,обьштіе,1,,,,,,supr_y_fixed,,,,32
7469,забꙑть,Nb,забъіть,1,,,,,,supr_y_fixed,,,,32
7470,съто осмь,Ma,съто осмь,1,,,,,,supr_y_fixed,,,,32
7471,цѣ,Df,цѣ,3,,,,,,supr_y_fixed,,,,32
7472,съказовати,V-,съказоваті,1,,,,,,supr_y_fixed,,,,32
7473,врачевъ,A-,врачевъ,1,,,,,,supr_y_fixed,,,,32
7474,гонозити,V-,гонозіті,2,,,,,,supr_y_fixed,,,,32
7475,бѫдѫщии,A-,бѫдѫштіі,1,,,,,,supr_y_fixed,,,,32
7476,казаниѥ,Nb,казаніе,4,,,,,,supr_y_fixed,vit-const,vit-meth_4_removed,,224
7477,съвѣсть,Nb,съвѣсть,12,,,,,,supr_y_fixed,vit-const,,,96
7478,мѣна,Nb,мѣна,2,,,,,,supr_y_fixed,,,,32
7479,бестоудьць,Nb,бестоудьць,1,,,,,,supr_y_fixed,,,,32
7480,прѣмѣнѥниѥ,Nb,прѣмѣненіе,1,,,,,,supr_y_fixed,,,,32
7481,съготовати,V-,съготоваті,1,,,,,,supr_y_fixed,,,,32
7482,оурочьнъ,A-,оурочьнъ,1,,,,,,supr_y_fixed,,,,32
7483,кѫща,Nb,кѫшта,1,,,,,,supr_y_fixed,,,,32
7484,подъзаконьнъ,A-,подъзаконьнъ,1,,,,,,supr_y_fixed,,,,32
7485,растѫпити,V-,растѫпіті,1,,,,,,supr_y_fixed,,,,32
7486,състѫпити,V-,състѫпіті,1,,,,,,supr_y_fixed,,,,32
7487,толи,C-,толі,1,,,,,,supr_y_fixed,,,,32
7488,непочоуѩ,A-,непочоуѧ,1,,,,,,supr_y_fixed,,,,32
7489,невѣгласъ,A-,невѣгласъ,1,,,,,,supr_y_fixed,,,,32
7490,гоубити,V-,гоубіті,4,,,,,,supr_y_fixed,,,,32
7491,въспоминати,V-,въспомінаті,1,,,,,,supr_y_fixed,,,,32
7492,образьнъ,A-,образьнъ,2,,,,,,supr_y_fixed,,,,32
7493,шаръчии,Nb,шаръчіі,1,,,,,,supr_y_fixed,,,,32
7494,съготовити,V-,съготовіті,1,,,,,,supr_y_fixed,,,,32
7495,жидовинъ,Ne,жідовінъ,1,,,,,,supr_y_fixed,,,,32
7496,разметати,V-,разметаті,2,,,,,,supr_y_fixed,,,,32
7497,запьрати,V-,запьраті,1,,,,,,supr_y_fixed,,,,32
7498,свирѣль,Nb,свірѣль,1,,,,,,supr_y_fixed,,,,32
7499,цѣвьница,Nb,цѣвьніца,1,,,,,,supr_y_fixed,,,,32
7500,опрѣснъчьскъ,A-,опрѣснъчьскъ,1,,,,,,supr_y_fixed,,,,32
7501,прѣламати,V-,прѣламаті,1,,,,,,supr_y_fixed,,,,32
7502,дара,Nb,дара,1,,,,,,supr_y_fixed,,,,32
7503,плодътворѥниѥ,Nb,плодътвореніе,1,,,,,,supr_y_fixed,,,,32
7504,недостоино,Df,недостоіно,2,,,,,,supr_y_fixed,,,,32
7505,въскакати,V-,въскакаті,1,,,,,,supr_y_fixed,,,,32
7506,страшити,V-,страшіті,2,,,,,,supr_y_fixed,,,,32
7507,слоузъ,Nb,слоузъ,1,,,,,,supr_y_fixed,,,,32
7508,продльжити,V-,продльжіті,5,,,,,,supr_y_fixed,,,,32
7509,съдроужити,V-,съдроужіті,1,,,,,,supr_y_fixed,,,,32
7510,прѣизноурити,V-,прѣізноуріті,1,,,,,,supr_y_fixed,,,,32
7511,жладьба,Nb,жладьба,1,,,,,,supr_y_fixed,,,,32
7512,памѧтивъ,A-,памѧтівъ,2,,,,,,supr_y_fixed,,,,32
7513,надоути,V-,надоуті,1,,,,,,supr_y_fixed,,,,32
7514,обьщити,V-,обьштіті,1,,,,,,supr_y_fixed,,,,32
7515,съмирꙗѩи,A-,съмірѣѧі,2,,,,,,supr_y_fixed,,,,32
7516,ѥдьнорожденъ,A-,едьнорожденъ,1,,,,,,supr_y_fixed,,,,32
7517,исходатаи,Nb,ісходатаі,1,,,,,,supr_y_fixed,,,,32
7518,сълиꙗти,V-,съліѣті,1,,,,,,supr_y_fixed,,,,32
7519,прикоуплꙗти,V-,прікоуплѣті,1,,,,,,supr_y_fixed,,,,32
7520,тихота,Nb,тіхота,1,,,,,,supr_y_fixed,,,,32
7521,любослꙑшаниѥ,Nb,любослъішаніе,1,,,,,,supr_y_fixed,,,,32
7522,лаꙗти#2,V-,лаѣті#2,2,,,,,,supr_y_fixed,,,,32
7523,вѣще,Nb,вѣште,1,,,,,,supr_y_fixed,,,,32
7524,плѣти,V-,плѣті,1,,,,,,supr_y_fixed,,,,32
7525,въперити,V-,въперіті,1,,,,,,supr_y_fixed,,,,32
7526,оудавлѥниѥ,Nb,оудавленіе,2,,,,,,supr_y_fixed,,,,32
7527,неоугасимъ,A-,неоугасімъ,2,,,,,,supr_y_fixed,,,,32
7528,лихованиѥ,Nb,ліхованіе,1,,,,,,supr_y_fixed,,,,32
7529,мѣнѥниѥ,Nb,мѣненіе,1,,,,,,supr_y_fixed,,,,32
7530,длань,Nb,длань,3,,,,,,supr_y_fixed,,,,32
7531,въскрьсати,V-,въскрьсаті,2,,,,,,supr_y_fixed,,,,32
7532,лобꙑзати,V-,лобъізаті,2,,,,,,supr_y_fixed,,,,32
7533,лобꙑзаниѥ,Nb,лобъізаніе,1,,,,,,supr_y_fixed,,,,32
7534,оувращати,V-,оувраштаті,1,,,,,,supr_y_fixed,,,,32
7535,изимати,V-,ізіматі,2,,,,,,supr_y_fixed,,,,32
7536,истѫпити,V-,істѫпіті,1,,,,,,supr_y_fixed,,,,32
7537,благочьстивъ,A-,благочьстівъ,1,,,,,,supr_y_fixed,,,,32
7538,ѥдьнонадесѧтъ,Mo,едьнонадесѧтъ,1,,,,,,supr_y_fixed,,,,32
7539,въздатель,Nb,въздатель,1,,,,,,supr_y_fixed,,,,32
7540,подрѫжити,V-,подрѫжіті,1,,,,,,supr_y_fixed,,,,32
7541,капищьница,Nb,капіштьніца,1,,,,,,supr_y_fixed,,,,32
7542,мъногосильнъ,A-,мъногосільнъ,1,,,,,,supr_y_fixed,,,,32
7543,съдробити,V-,съдробіті,1,,,,,,supr_y_fixed,,,,32
7544,плоути,V-,плоуті,1,,,,,,supr_y_fixed,,,,32
7545,напитати,V-,напітаті,1,,,,,,supr_y_fixed,,,,32
7546,малочисменьнъ,A-,малочісменьнъ,1,,,,,,supr_y_fixed,,,,32
7547,недостатъкъ,Nb,недостатъкъ,1,,,,,,supr_y_fixed,,,,32
7548,свѣтовьнъ,A-,свѣтовьнъ,1,,,,,,supr_y_fixed,,,,32
7549,привеслати,V-,прівеслаті,1,,,,,,supr_y_fixed,,,,32
7550,самовластьнъ,A-,самовластьнъ,1,,,,,,supr_y_fixed,,,,32
7551,въпоустити,V-,въпоустіті,1,,,,,,supr_y_fixed,,,,32
7552,мъногоплачьнъ,A-,мъногоплачьнъ,1,,,,,,supr_y_fixed,,,,32
7553,бесплачьнъ,A-,бесплачьнъ,1,,,,,,supr_y_fixed,,,,32
7554,опечалити,V-,опечаліті,6,,,,,,supr_y_fixed,,,,32
7555,ѥльмиже,Dq,ельміже,1,,,,,,supr_y_fixed,,,,32
7556,погонити,V-,погоніті,1,,,,,,supr_y_fixed,,,,32
7557,троужданиѥ,Nb,троужданіе,1,,,,,,supr_y_fixed,,,,32
7558,мимоминѫти,V-,мімомінѫті,1,,,,,,supr_y_fixed,,,,32
7559,врачевьскъ,A-,врачевьскъ,1,,,,,,supr_y_fixed,,,,32
7560,цѣльбьнъ,A-,цѣльбьнъ,3,,,,,,supr_y_fixed,,,,32
7561,чловѣчьнъ,A-,чловѣчьнъ,1,,,,,,supr_y_fixed,,,,32
7562,стрѣкало,Nb,стрѣкало,1,,,,,,supr_y_fixed,,,,32
7563,оуставлꙗти,V-,оуставлѣті,1,,,,,,supr_y_fixed,,,,32
7564,раздроушати,V-,раздроушаті,2,,,,,,supr_y_fixed,,,,32
7565,порѣꙗти,V-,порѣѣті,1,,,,,,supr_y_fixed,,,,32
7566,потити,V-,потіті,2,,,,,,supr_y_fixed,,vit-meth_4_removed,,160
7567,прѣдъстолиѥ,Nb,прѣдъстоліе,1,,,,,,supr_y_fixed,,,,32
7568,съподоблꙗти,V-,съподоблѣті,1,,,,,,supr_y_fixed,,,,32
7569,мѣсѧчьнъ,A-,мѣсѧчьнъ,2,,,,,,supr_y_fixed,,,zogr_complete,288
7570,пилатовъ,A-,пілатовъ,5,,,,,,supr_y_fixed,,vit-meth_4_removed,,160
7571,врачьбьнъ,A-,врачьбьнъ,1,,,,,,supr_y_fixed,,,,32
7572,сътврьдити,V-,сътврьдіті,1,,,,,,supr_y_fixed,,,,32
7573,хꙑтростьнъ,A-,хъітростьнъ,1,,,,,,supr_y_fixed,,,,32
7574,отъдаꙗти,V-,отъдаѣті,1,,,,,,supr_y_fixed,,,,32
7575,орѫженосьствовати,V-,орѫженосьствоваті,1,,,,,,supr_y_fixed,,,,32
7576,зьдатель,Nb,зьдатель,1,,,,,,supr_y_fixed,,,,32
7577,бесправьдьнъ,A-,бесправьдьнъ,1,,,,,,supr_y_fixed,,,,32
7578,поноуждати,V-,поноуждаті,1,,,,,,supr_y_fixed,,,,32
7579,послоушьникъ,Nb,послоушьнікъ,2,,,,,,supr_y_fixed,,,,32
7580,доброразоумивъ,A-,доброразоумівъ,1,,,,,,supr_y_fixed,,,,32
7581,посѣнити,V-,посѣніті,1,,,,,,supr_y_fixed,,,,32
7582,вънѥгдаже,Dq,вънегдаже,1,,,,,,supr_y_fixed,,,,32
7583,ѫсобица,Nb,ѫсобіца,1,,,,,,supr_y_fixed,,,,32
7584,добропомощьница,Nb,добропомоштьніца,1,,,,,,supr_y_fixed,,,,32
7585,раавь,Ne,раавь,1,,,,,,supr_y_fixed,,,,32
7586,ханаанꙑни,Nb,ханаанъіні,1,,,,,,supr_y_fixed,,,,32
7587,стрищи,V-,стрішті,4,,,,,,supr_y_fixed,,,,32
7588,сълогъ,Nb,сълогъ,1,,,,,,supr_y_fixed,,,,32
7589,инъжде,Df,інъжде,1,,,,,,supr_y_fixed,,,,32
7590,претории,Nb,преторіі,2,,,,,,supr_y_fixed,,,,32
7591,оунити,V-,оуніті,1,,,,,,supr_y_fixed,,,,32
7592,отъметаниѥ,Nb,отъметаніе,1,,,,,,supr_y_fixed,,,,32
7593,безбожьство,Nb,безбожьство,1,,,,,,supr_y_fixed,,,,32
7594,привъпивати,V-,прівъпіваті,1,,,,,,supr_y_fixed,,,,32
7595,нецѣсароуѥмъ,A-,нецѣсароуемъ,1,,,,,,supr_y_fixed,,,,32
7596,остатъчьнъ,A-,остатъчьнъ,1,,,,,,supr_y_fixed,,,,32
7597,ꙗзвлꙗти,V-,ѣзвлѣті,1,,,,,,supr_y_fixed,,,,32
7598,мъногоболѣзньнъ,A-,мъногоболѣзньнъ,2,,,,,,supr_y_fixed,,,,32
7599,мъноготроудьнъ,A-,мъноготроудьнъ,1,,,,,,supr_y_fixed,,,,32
7600,бестрастьнъ,A-,бестрастьнъ,2,,,,,,supr_y_fixed,,,,32
7601,опльвати,V-,опльваті,2,,,,,,supr_y_fixed,,,zogr_complete,288
7602,озълѥниѥ,Nb,озъленіе,1,,,,,,supr_y_fixed,,,,32
7603,бестрастиѥ,Nb,бестрастіе,1,,,,,,supr_y_fixed,,,,32
7604,авлѥнѣ,Df,авленѣ,1,,,,,,supr_y_fixed,,,,32
7605,десѧтъ,Mo,десѧтъ,1,,,,,,supr_y_fixed,,,,32
