id|old_id|lemma|annotated|lemma_for_sanity_check|match|vr_lev|vr_status|CSR|CSR_form|imperative|question|HE response|AB response to response|JW comment|lemma_id|pos|true_frequency|frequency|lemma_has_jer|jer_tokens|tokens
3497|3690|подъварити||подъварити|||Missed||||||||157875|V-|1|1|true||подваривъ
3498|3691|одьночасье||одьночасье|*в одночасье: сразу же|0.6363636364|Check!||||||||157877|Nb|1|1|true||одночасье
3499|3692|оловяничькъ||оловяничькъ|оловянный сосуд|0.6|Check!||||||||157878|Nb|1|1|true||оловеничекъ
3500|3693|пивоварьныи||пивоварьныи|||Missed||||||||157885|A-|1|1|true||пивоварнюю
3501|3694|квашение||квашение|заквашивание|0.4166666667|Check!||||||||157889|Nb|1|1|false|квашеньѧ|квашеньѧ
3502|3695|отъварити||отъварити|закончить варить|0.5625|Check!||||||||157895|V-|1|1|true||ѿваривъ
3503|3696|възлити||възлити|вылить|0.4285714286|Check!||||||||157898|V-|1|1|true||взлити
3504|3697|кысьнути||кысьнути|киснуть|0.375|||||||||157907|V-|1|1|true||кишетъ
3505|3698|съливание||съливание|||Missed||||||||157909|Nb|1|1|true||сливанье
3506|3699|отъступьно||отъступьно|самовольно|0.7|Check!||||||||157910|Df|1|1|true||ѿстѹпно
3507|3700|сколькыи||сколькыи|сколько|0.25|||||||||157911|Pi|1|1|true||сколкѹ
3508|3701|приспѣшьникъ||приспѣшьникъ|||Missed||||||||157918|Nb|1|1|true||приспѣшниковъ
3509|3702|рѣшетъка||рѣшетъка|||Missed||||||||157921|Nb|1|1|true||решотки
3510|3703|перетьрти||перетьрти|||Missed||||||||157932|V-|1|1|true||перетерть
3511|3704|судъкъ||судъкъ|||Missed||||||||157934|Nb|1|1|true||сѹдки
3512|3705|росольникъ||росольникъ|||Missed||||||||157937|Nb|1|1|true||росолники
3513|3706|огуречьныи||огуречьныи|огуречный|0.2|||||||||157941|A-|1|1|true||ѡгѹречнои
3514|3707|лимоньныи||лимоньныи|лимонный|0.2222222222|||||||||157942|A-|1|1|true||лимоннои
3515|3708|сливьныи||сливьныи|||Missed||||||||157943|A-|1|1|true||сливнои
3516|3709|съкусиныи||съкусиныи|||Missed||||||||157948|A-|1|1|true||скѹсно
3517|3710|вьсюды||вьсюды|||Missed||||||||157955|Df|1|1|true||всюды
3518|3711|съсъмотрѣти||съсъмотрѣти|||Missed||||||||157956|V-|1|1|true||ссмотрити
3519|3712|съзьрѣти||съзьрѣти|||Missed||||||||157957|V-|1|1|true||созрити
3520|3713|рѣпьня||рѣпьня|||Missed||||||||157970|Nb|1|1|true||рѣпнѧ
3521|3714|отрадьныи||отрадьныи|лучший|1|Check!||||||||157974|A-|1|1|true||ѿрадымъ
3522|3715|шьвѣи||шьвѣи|швея|0.6|Check!||||||||157976|Nb|1|1|true||швеѧмъ
3523|3716|горазьно||горазьно|как следует|1|Check!||||||||157981|Df|1|1|true||горазно
3524|3717|сальце||сальце|||Missed||||||||157982|Nb|1|1|true|сальца|сальца
3525|3718|ветъчиньныи||ветъчиньныи|ветчинный|0.2727272727|||||||||157983|A-|1|1|true||ветчинного
3526|3719|забѣлька||забѣлька|кисломолочный продукт|0.9047619048|Check!||||||||157984|Nb|1|1|true||забелъки
3527|3720|сочько||сочько|||Missed||||||||157986|Nb|1|1|true||сочкомъ
3528|3721|укъвасити||укъвасити|||Missed||||||||157994|V-|1|1|true||оукъвасити
3529|3722|пирожькъ||пирожькъ|||Missed||||||||157996|Nb|1|1|true||пирошки
3530|3723|възвѣсити||възвѣсити|взвесить|0.3333333333|||||||||158009|V-|1|1|true||взьвѣсити
3531|3724|дрожьжи||дрожьжи|дрожжи|0.1428571429|||||||||158011|Nb|1|1|true||дрожьжи
3532|3725|хохолъкъ||хохолъкъ|мелкий ерш|1|Check!||||||||158017|Nb|1|1|true||хохольки
3533|3726|столько||столько|столько|0|||||||||158023|Dq|1|1|true||столко
3534|3727|отъчьтъ||отъчьтъ|отчёт|0.4285714286|Check!||||||||158026|Nb|1|1|true||ѿчетъ
3535|3728|дорожьныи||дорожьныи|дорожный|0.2222222222|||||||||158033|A-|1|1|true||дорожнее
3536|3729|служьныи||служьныи|||Missed||||||||158034|A-|1|1|true||слѹжне
3537|3730|пълсть||пълсть|||Missed||||||||158035|Nb|1|1|true||полсти
3538|3731|епаньча||епаньча|епанча|0.1428571429|||||||||158036|Nb|1|1|true||епаньчи
3539|3732|дымьчатыи||дымьчатыи|дымчатый|0.2222222222|||||||||158056|A-|1|1|true||дымчатые
3540|3733|хольщовыи||хольщовыи|холщовый|0.2222222222|||||||||158058|A-|1|1|true||холщовые
3541|3734|пълатяныи||пълатяныи|||Missed||||||||158064|A-|1|1|true||пълатѧные
3542|3735|кожиньныи||кожиньныи|кожаный|0.4444444444|Check!||||||||158065|A-|1|1|true||коженые
3543|3736|обломъкъ||обломъкъ|обломок|0.25|||||||||158066|Nb|1|1|true||ѡбломки
3544|3737|подъсѣние||подъсѣние|||Missed||||||||158071|Nb|1|1|true||подсѣнье
3545|3738|дръвни||дръвни|дровни|0.1666666667|||||||||158072|Nb|1|1|true||дровни
3546|3739|посконьныи||посконьныи|||Missed||||||||158073|A-|1|1|true||посконные
3547|3740|лычьныи||лычьныи|сделанный из лыка|0.8235294118|Check!||||||||158076|A-|1|1|true||лычьные
3548|3741|цѣпьникъ||цѣпьникъ|кадка|0.875|Check!||||||||158081|Nb|1|1|true||цѣпники
3549|3742|затъхоль||затъхоль|затхлость|0.4444444444|Check!||||||||158091|Nb|1|1|true||затъхолью
3550|3743|дубьнъ||дубьнъ|дубовая доска|0.7692307692|Check!||||||||158096|Nb|1|1|true||дѹбни
3551|3744|доньце||доньце|донце|0.1666666667|||||||||158097|Nb|1|1|true||донце
3552|3745|бочьчьныи||бочьчьныи|бочковой|0.6666666667|Check!||||||||158099|A-|1|1|true||бочечные
3553|3746|вѣчько||вѣчько|блюдце|1|Check!||||||||158100|Nb|1|1|true||вѣчка
3554|3747|дръвяныи||дръвяныи|дровяной|0.375|||||||||158104|A-|1|1|true||дровѧной
3555|3748|подъкупывати||подъкупывати|||Missed||||||||158121|V-|1|1|true||подкѹпывати
3556|3749|одьноличьныи||одьноличьныи|обязательно|0.75|Check!||||||||158125|A-|1|1|true||ѡднолично
3557|3750|усѣчъка||усѣчъка|||Missed||||||||158127|Nb|1|1|true||оусѣчки
3558|3751|урупъка||урупъка|||Missed||||||||158128|Nb|1|1|true||оурѹпки
3559|3752|дъщаныи||дъщаныи|дощатый|0.4285714286|Check!||||||||158129|A-|1|1|true||дощаные
3560|3753|бревеньныи||бревеньныи|сделанный из бревна|0.7894736842|Check!||||||||158130|A-|1|1|true||бревенные
3561|3754|замъкнути||замъкнути|замкнуть|0.2222222222|||||||||158132|V-|1|1|true||замокло
3562|3755|рѣпиньныи||рѣпиньныи|||Missed||||||||158135|A-|1|1|true||рѣпное
3563|3756|плюсенье||плюсенье|||Missed||||||||158136|Nb|1|1|true||плюсенье
3564|3757|подъмѣшивати||подъмѣшивати|||Missed||||||||158139|V-|1|1|true||подмѣшиваючи
3565|3758|помывъкы||помывъкы|||Missed||||||||158141|Nb|1|1|true||помывки
3566|3759|гършьчьныи||гършьчьныи|горшочный|0.4|||||||||158143|A-|1|1|true||горшечные
3567|3760|котьльныи||котьльныи|относящийся к котлу|0.8947368421|Check!||||||||158144|A-|1|1|true||котелные
3568|3761|перечьстити||перечьстити|||Missed||||||||158159|V-|1|1|true||перечищено
3569|3762|недогадъка||недогадъка|||Missed||||||||158168|Nb|1|1|true||недогаткою
3570|3763|прибыточька||прибыточька|||Missed||||||||158170|Nb|1|1|true||прибыточекъ
3571|3764|попълнити||попълнити|||Missed||||||||158171|V-|1|1|true||пополнити
3572|3765|сънъливыи||сънъливыи|||Missed||||||||158173|A-|1|1|true||сонълив
3573|3766|упьяньчивыи||упьяньчивыи|||Missed||||||||158175|A-|1|1|true||оупьѧнчивъ
3574|3767|деревьнька||деревьнька|деревенька|0.1|||||||||158181|Nb|1|1|true||деревенькѹ
3575|3768|лавъчька||лавъчька|лавочка|0.25|||||||||158182|Nb|1|1|true||лавочкѹ
3576|3769|варьница||варьница|постройка|0.8888888889|Check!||||||||158183|Nb|1|1|true||варницы
3577|3770|мельница||мельница|мельница|0|||||||||158184|Nb|1|1|true||мѣлницы
3578|3771|объветъшати||объветъшати|обветшать|0.2727272727|||||||||158185|V-|1|1|true||ѡбетшала
3579|3772|съмывати||съмывати|||Missed||||||||158187|V-|1|1|true||смывати
3580|3773|поветъшати||поветъшати|||Missed||||||||158191|V-|1|1|true||поветшало
3581|3774|конюшьньныи||конюшьньныи|конюшенный|0.2727272727|||||||||158195|A-|1|1|true||конюшеннаѧ
3582|3775|обетъшание||обетъшание|обветшание|0.2|||||||||158197|Nb|1|1|true||ѡбетшанїѧ
3583|3776|искрьникъ||искрьникъ|преграда для отскакивающих из печи искр|0.8974358974|Check!||||||||158206|Nb|1|1|true||искреникъ
3584|3777|съгрѣсти||съгрѣсти|||Missed||||||||158209|V-|1|1|true||згребено
3585|3778|задьрживати||задьрживати|задерживать|0.1818181818|||||||||158220|V-|1|1|true||задерживати
3586|3779|отъкупати||отъкупати|refl: откупаться|0.625|Check!||||||||158222|V-|1|1|true||ѿкѹпает
3587|3780|нерасудьныи||нерасудьныи|безрассудный|0.4166666667|Check!||||||||158223|A-|1|1|true||нерассѹдные
3588|3781|расъплата||расъплата|||Missed||||||||158226|Nb|1|1|true||росплатѣ
3589|3782|безлѣпичьныи||безлѣпичьныи|несправедливый|0.8571428571|Check!||||||||158228|A-|1|1|true||безлѣпичново
3590|3783|бесъкабальныи||бесъкабальныи|не оформленный документом (кабалой)|0.8571428571|Check!||||||||158232|A-|1|1|true||бескобально
3591|3784|просольныи||просольныи|||Missed||||||||158235|A-|1|1|true||просолнои
3592|3785|тьчанъ||тьчанъ|||Missed||||||||158236|Nb|1|1|true||тчанехъ
3593|3786|ведерьце||ведерьце|ведёрце|0.25|||||||||158237|Nb|1|1|true||ведерцахъ
3594|3787|решетъчька||решетъчька|||Missed||||||||158241|Nb|1|1|true||решеточкою
3595|3788|камешькъ||камешькъ|камешек|0.25|||||||||158242|Nb|1|1|true||камешкомъ
3596|3789|льгонькыи||льгонькыи|||Missed||||||||158243|A-|1|1|true||легонько
3597|3790|затъхъла||затъхъла|затхлость|0.6666666667|Check!||||||||158245|Nb|1|1|true||затхолы
3598|3791|подъпариваныи||подъпариваныи|||Missed||||||||158254|A-|1|1|true||подпариванаѧ
3599|3792|разъсълати||разъсълати|||Missed||||||||158267|V-|1|1|true||розослать
3600|3793|търговля||търговля|||Missed||||||||158276|A-|1|1|true||торговлѧ
3601|3794|съзьдатель||съзьдатель|||Missed||||||||158282|Nb|1|1|true||создатели
3602|3795|убожьство||убожьство|||Missed||||||||158286|Nb|1|1|true||оубожестве
3603|3796|съсужьдати||съсужьдати|||Missed||||||||158298|V-|1|1|true||ссѹжали
3604|3797|никъгда||никъгда|никогда|0.1428571429|||||||||158299|Df|1|1|true||никогда
3605|3798|вражьдовати||вражьдовати|враждовать|0.1818181818|||||||||158318|V-|1|1|true||враждѹющимъ
3606|3799|въспоити||въспоити|вырастить|0.6666666667|Check!||||||||158328|V-|1|1|true||вспоих
3607|3800|иконьныи||иконьныи|иконный|0.25|||||||||158329|A-|1|1|true||иконного
3608|3801|подьякъ||подьякъ|||Missed||||||||158333|Nb|1|1|true||подьѧчихъ
3609|3802|съкърмленьникъ||съкърмленьникъ|||Missed||||||||158335|Nb|1|1|true||скормленикехъ
3610|3803|послужьвьць||послужьвьць|||Missed||||||||158336|Nb|1|1|true||послѹживцех
3611|3804|скърмленьникъ||скърмленьникъ|||Missed||||||||158337|Nb|1|1|true||скормлениковъ
3612|3805|пияньствьныи||пияньствьныи|||Missed||||||||158339|A-|1|1|true||пьѧньственаго
3613|3806|заемьныи||заемьныи|взаимный|0.5|Check!||||||||158347|A-|1|1|true||заемное
3614|3807|отъвѣчивати||отъвѣчивати|быть ответчиком на суде|0.7826086957|Check!||||||||158355|V-|1|1|true||ѿвечивалъ
3615|3808|иконьникъ||иконьникъ|иконописец|0.5|Check!||||||||158356|Nb|1|1|true||иконники
3616|3809|каменьщикъ||каменьщикъ|каменщик|0.2|||||||||158358|Nb|1|1|true||каменьщики
3617|3810|стѣньщикъ||стѣньщикъ|||Missed||||||||158360|Nb|1|1|true||стеныщики
3618|3811|чьмутъ||чьмутъ|шарлатан|0.875|Check!||||||||158361|Nb|1|1|true||чмѹты
3619|3812|разълѣзти||разълѣзти|||Missed||||||||158362|V-|1|1|true||разлезено
3620|3813|съвьрхъ||съвьрхъ|наверху|0.5714285714|Check!||||||||158368|Df|1|1|true||сверхъ
3621|3814|тяжьба||тяжьба|||Missed||||||||158374|Nb|1|1|true||тѧжба
3622|3815|сълыгывати||сълыгывати|||Missed||||||||158375|V-|1|1|true||сьлыгивано
3623|3816|сплетъка||сплетъка|||Missed||||||||158378|Nb|1|1|true||сплетъки
3624|3817|таможьныи||таможьныи|||Missed||||||||158387|A-|1|1|true||таможенныхъ
3625|3818|душеврѣдьныи||душеврѣдьныи|вредный для души|0.875|Check!||||||||158391|A-|1|1|true||дш҃евреднаѧ
3626|3819|подьячии||подьячии|подьячий|0.125|||||||||158393|Nb|1|1|true||подьѧчимъ
3627|3820|полоньникъ||полоньникъ|||Missed||||||||158396|Nb|1|1|true||полонениковъ
3628|3821|аньдриатиньскыи||аньдриатиньскыи|Адриатический|0.4666666667|Check!||||||||158706|A-|1|1|true||ѡньдрѣятиньская
3629|3822|агараньскыи||агараньскыи|агарянский|0.3636363636|||||||||158710|A-|1|1|true||агнѧнски
3630|3823|звѣриньскыи||звѣриньскыи|как звери|0.9090909091|Check!||||||||158724|A-|1|1|true||звѣриньскимъ
3631|3824|дѣвъчьскыи||дѣвъчьскыи|женский|0.8|Check!||||||||158728|A-|1|1|true||дѣвоческъ
3632|3825|мьртвьчина||мьртвьчина|мертвечина|0.2|||||||||158729|Nb|1|1|true||мерьтвечину
3633|3826|съвязывати||съвязывати|||Missed||||||||158742|V-|1|1|true|съвѧзывахуть|съвѧзывахуть
3634|3827|кърсуньць||кърсуньць|корсунянин|0.5|Check!||||||||158745|Nb|1|1|true||корсунци
3635|3828|селько||селько|||Missed||||||||158755|Df|1|1|true||селько
3636|3829|изнимати||изнимати|взять в плен|0.9166666667|Check!||||||||158770|V-|1|1|false|изънима|изънима
3637|3830|забральныи||забральныи|относящийся к крепостной стене|0.9333333333|Check!||||||||158771|A-|1|1|true||забральныхъ
3638|3831|угъль||угъль|||Missed||||||||158774|Nb|1|1|true||оуглех
3639|3832|печенѣжьскы||печенѣжьскы|||Missed||||||||158776|Df|1|1|true||печенѣжьски
3640|3833|любьчанинъ||любьчанинъ|житель Любеча|0.9230769231|Check!||||||||158781|Nb|1|1|true||любечанинъ
3641|3834|въпълчити||въпълчити|||Missed||||||||158787|V-|1|1|true||вполчита
3642|3835|женолюбьць||женолюбьць|женолюбец|0.2|||||||||158803|Nb|1|1|true||женолюбець
3643|3836|зълчь||зълчь|желчь|0.4|||||||||158806|Nb|1|1|true||золчи
3644|3837|изгнити||изгнити|сгнить|0.4285714286|Check!||||||||158812|V-|1|1|false|изъгнееть|изъгнееть
3645|3838|отьчьника||отьчьника|отец и сын|0.8|Check!||||||||158815|Nb|1|1|true||ѡтѣника
3646|3839|вымъчати||вымъчати|стремительно вынести|0.85|Check!||||||||158822|V-|1|1|true||вымчати
3647|3840|низълѣзти||низълѣзти|||Missed||||||||158825|V-|1|1|true|назълѣзохъ|назълѣзохъ
3648|3841|мадиамьянинъ||мадиамьянинъ|мадиамлянин|0.1666666667|||||||||158841|Nb|1|1|true|мадимьянъ|мадимьянъ
3649|3842|подъкопати||подъкопати|||Missed||||||||158848|V-|1|1|true||подъкопавше
3650|3843|съдушьныи||съдушьныи|||Missed||||||||158854|A-|1|1|true||съд҃шну
3651|3844|въсхватити||въсхватити|захватить|0.4|||||||||158860|V-|1|1|true||въсхвативъ
3652|3845|разьноличьныи||разьноличьныи|||Missed||||||||158869|A-|1|1|true||розноличныи
3653|3846|болярьць||болярьць|боярин|0.5|Check!||||||||158878|Nb|1|1|true||болѧрьцѣ
3654|3847|исцѣлебьныи||исцѣлебьныи|лечебный|0.6363636364|Check!||||||||158885|A-|1|1|true||ицѣлебныя
3655|3848|свѣтозарьныи||свѣтозарьныи|||Missed||||||||158887|A-|1|1|true||свѣтозарна
3656|3849|кръвьныи||кръвьныи|кровяной|0.5|Check!||||||||158892|A-|1|1|true||кровными
3657|3850|братолюбьство||братолюбьство|любовь к ближнему|0.8823529412|Check!||||||||158899|Nb|1|1|true||братолюбьствѣ
3658|3851|сънѣдати||сънѣдати|||Missed||||||||158906|V-|1|1|true||снѣдаѥму
3659|3852|подтъкнути||подтъкнути|||Missed||||||||158924|V-|1|1|true||подътокше
3660|3853|низъврѣщи||низъврѣщи|||Missed||||||||158926|V-|1|1|true||низъверженъ
3661|3854|нетвьрдыи||нетвьрдыи|нетвердый|0.2222222222|||||||||158933|A-|1|1|true||нетвердъ
3662|3855|деместьникъ||деместьникъ|запевала|0.9090909091|Check!||||||||158935|Nb|1|1|true||деместника
3663|3856|съдьржьць||съдьржьць|||Missed||||||||158937|Nb|1|1|true||сдержьци
3664|3857|опустьнѣти||опустьнѣти|исказиться|1|Check!||||||||158984|V-|1|1|true||ѡпустнѣвше
3665|3858|благочьстивьно||благочьстивьно|похвально|0.7142857143|Check!||||||||159002|Df|1|1|true||бл҃гочтсно
3666|3859|отъкуду||отъкуду|откуда бы|0.5555555556|Check!||||||||159005|Df|1|1|true||ѿкуду
3667|3860|мьртвьныи||мьртвьныи|смертный|0.5555555556|Check!||||||||159006|A-|1|1|true||мертвени
3668|3861|къметь||къметь|воин|1|Check!||||||||159021|Nb|1|1|true||кметии
3669|3862|съпадати||съпадати|||Missed||||||||159025|V-|1|1|true||спадая
3670|3863|давыдьскы||давыдьскы|так|0.7777777778|Check!||||||||159026|Df|1|1|true||давыдскы
3671|3864|съвѣчати||съвѣчати|||Missed||||||||159029|V-|1|1|true||свѣчал
3672|3865|съсадити||съсадити|||Missed||||||||159031|V-|1|1|true||ссадиша
3673|3866|овьчухъ||овьчухъ|овчар|0.5714285714|Check!||||||||159037|Nb|1|1|true||ѡвчюхъ
3674|3867|грудьнъ||грудьнъ|ноябрь|1|Check!||||||||159039|Nb|1|1|true||груденъ
3675|3868|въписывати||въписывати|вписывать|0.2|||||||||159060|V-|1|1|true||вписывати
3676|3869|подъновити||подъновити|||Missed||||||||159085|V-|1|1|true||по
3677|3870|кромьныи||кромьныи|||Missed||||||||159090|A-|1|1|true||кромьнꙑи
3678|3871|истълчи||истълчи|||Missed||||||||159126|V-|1|1|true||истълъкше
3679|3872|нельга||нельга|||Missed||||||||159132|Df|1|1|true||нелга
3680|3873|съносити||съносити|||Missed||||||||159134|V-|1|1|true||сноси
3681|3874|обѣдьнии||обѣдьнии|||Missed||||||||159138|A-|1|1|true||обедьнюю
3682|3875|пянтикостьныи||пянтикостьныи|||Missed||||||||159152|A-|1|1|true||пѧнтикостьнѹю
3683|3876|плътьничьныи||плътьничьныи|||Missed||||||||159153|A-|1|1|true||плътьницьнаго
3684|3877|жьдань||жьдань|||Missed||||||||159161|A-|1|1|true||ждани
3685|3878|тьща||тьща|||Missed||||||||159168|Nb|1|1|true||тꙑцею
3686|3879|пятьнадесять||пятьнадесять|||Missed||||||||159170|Mo|1|1|true||е҃і
3687|3880|въротити||въротити|||Missed||||||||159205|V-|1|1|true||въротивъ
3688|3881|вьсюдѣ||вьсюдѣ|||Missed||||||||159212|Df|1|1|true||всюде
3689|3882|берлядьскыи||берлядьскыи|||Missed||||||||159244|A-|1|1|true||берладьскаго
3690|3883|кадъка||кадъка|||Missed||||||||159270|Nb|1|1|true||кадкѹ
3691|3884|полъшестадесять||полъшестадесять|||Missed||||||||159276|Ma|1|1|true||полѹшестадьсѧтъ
3692|3885|архиепископьство||архиепископьство|||Missed||||||||159278|Nb|1|1|true||архиепс҃пьство
3693|3886|полочьскыи||полочьскыи|||Missed||||||||159295|A-|1|1|true||полоцьскꙑи
3694|3887|двьрьныи||двьрьныи|||Missed||||||||159306|A-|1|1|true||двьрьнꙑꙗ
3695|3888|възводье||възводье|||Missed||||||||159310|Nb|1|1|true||възводьѥ
3696|3889|иванъковъ||иванъковъ|||Missed||||||||159324|A-|1|1|true||иванъковеѥ
3697|3890|сълипати||сълипати|||Missed||||||||159332|V-|1|1|true||сълипали
3698|3891|съто||съто|||Missed||||||||159333|Nb|1|1|true||стехъ
3699|3892|молодьць||молодьць|||Missed||||||||159350|Nb|1|1|true||молодьци
3700|3893|югърьскыи||югърьскыи|||Missed||||||||159359|A-|1|1|true||югърьскии
3701|3894|къметьство||къметьство|||Missed||||||||159360|Nb|1|1|true|къметьства|къметьства
3702|3895|полъпятадесять||полъпятадесять|||Missed||||||||159368|Ma|1|1|true||полъпѧтадьсѧтъ
3703|3896|богобоязньство||богобоязньство|||Missed||||||||159369|Nb|1|1|true||б҃обоꙗзньствѣ
3704|3897|поморьскыи||поморьскыи|||Missed||||||||159383|A-|1|1|true||поморьскоую
3705|3898|усърѣтение||усърѣтение|||Missed||||||||159386|Nb|1|1|true||оустретениѥ
3706|3899|съпадение||съпадение|||Missed||||||||159399|Nb|1|1|true||съпадениѥ
3707|3900|савъкинъ||савъкинъ|||Missed||||||||159408|A-|1|1|true||савъкине
3708|3901|чьгловъ||чьгловъ|||Missed||||||||159411|A-|1|1|true||чьглове
3709|3902|хревъковъ||хревъковъ|||Missed||||||||159413|A-|1|1|true||хревъкове
3710|3903|путьникъ||путьникъ|||Missed||||||||159422|Nb|1|1|true||пѹтьники
3711|3904|отъкупити||отъкупити|||Missed||||||||159423|V-|1|1|true||ѿкѹпиша
3712|3905|нутьныи||нутьныи|||Missed||||||||159424|A-|1|1|true||нѹтьнѣи
3713|3906|въздѣлати||въздѣлати|||Missed||||||||159429|V-|1|1|true|възделаша|възделаша
3714|3907|отъпьрѣти||отъпьрѣти|||Missed||||||||159431|V-|1|1|true|ѿпьреша|ѿпьреша
3715|3908|неисконьчаемыи||неисконьчаемыи|||Missed||||||||159444|A-|1|1|true||неисконьцѧѥмѹ
3716|3909|жирошькинъ||жирошькинъ|||Missed||||||||159456|A-|1|1|true||жирошкина
3717|3910|позъвание||позъвание|||Missed||||||||159464|Nb|1|1|true||позваниѥ
3718|3911|сьребрьникъ||сьребрьникъ|||Missed||||||||159478|Nb|1|1|true|серебрьника|серебрьника
3719|3912|чьрнь||чьрнь|||Missed||||||||159516|Nb|1|1|true||чернь
3720|3913|въведение||въведение|||Missed||||||||159522|Nb|1|1|true|въвѣдениꙗ|въвѣдениꙗ
3721|3914|отънелѣже||отънелѣже|||Missed||||||||159526|Dq|1|1|true||ѿнележе
3722|3915|шьгла||шьгла|||Missed||||||||159529|Nb|1|1|true||шьглахъ
3723|3916|исчинити||исчинити|||Missed||||||||159530|V-|1|1|false|исъциниша|исъциниша
3724|3917|съвѣшивати||съвѣшивати|||Missed||||||||159533|V-|1|1|true||съвѣшивати
3725|3918|пьря||пьря|спор|0.75|Check!||||||||159542|Nb|1|1|true||прѧхъ
3726|3919|кивотьныи||кивотьныи|||Missed||||||||159549|A-|1|1|true||кивотьнꙑꙗ
3727|3920|шишька||шишька|||Missed||||||||159551|Nb|1|1|true||шишкꙑ
3728|3921|кубъкъ||кубъкъ|||Missed||||||||159556|Nb|1|1|true|кѹбъковъ|кѹбъковъ
3729|3922|свѣтильно||свѣтильно|||Missed||||||||159557|Nb|1|1|true||свѣтилна
3730|3923|служьбьныи||служьбьныи|||Missed||||||||159560|A-|1|1|true||слѹж҃бьноѥ
3731|3924|съсудохранильница||съсудохранильница|||Missed||||||||159561|Nb|1|1|true||съсѹдохранильници
3732|3925|стькло||стькло|||Missed||||||||159572|Nb|1|1|true||стькломь
3733|3926|освьнути||освьнути|||Missed||||||||159577|V-|1|1|true||освѣте
3734|3927|съвѣтати||съвѣтати|||Missed||||||||159592|V-|1|1|true||съвѣтали
3735|3928|акраганьскыи||акраганьскыи|||Missed||||||||159613|A-|1|1|true||акраганьскꙑи
3736|3929|изъѣдати||изъѣдати|||Missed||||||||159641|V-|1|1|true||изѣдати
3737|3930|гостьбьникъ||гостьбьникъ|||Missed||||||||159654|Nb|1|1|true||гостьбници
3738|3931|прѣступьникъ||прѣступьникъ|||Missed||||||||159655|Nb|1|1|true||прѣстѹпницї
3739|3932|съступъ||съступъ|||Missed||||||||159683|Nb|1|1|true||състѹпѣ
3740|3933|опоньникъ||опоньникъ|||Missed||||||||159686|Nb|1|1|true|опоньника|опоньника
3741|3934|тьрьскыи||тьрьскыи|||Missed||||||||159690|A-|1|1|true||тьрьскаг҃
3742|3935|печьнѣ||печьнѣ|||Missed||||||||159698|Df|1|1|true||печьне
3743|3936|удинье||удинье|||Missed||||||||159699|Nb|1|1|true|ѹдьниꙗ|ѹдьниꙗ
3744|3937|пълъстьница||пълъстьница|||Missed||||||||159710|Nb|1|1|true||полостьници
3745|3938|зъломысльныи||зъломысльныи|||Missed||||||||159711|A-|1|1|true||зломꙑсльною
3746|3939|ябедьничь||ябедьничь|||Missed||||||||159715|A-|1|1|true||ꙗбетниць
3747|3940|възвонити||възвонити|||Missed||||||||159716|V-|1|1|true|възвониша|възвониша
3748|3941|коньчанинъ||коньчанинъ|||Missed||||||||159725|Nb|1|1|true||концѧнъ
3749|3942|санъки||санъки|||Missed||||||||159737|Nb|1|1|true||санкахъ
3750|3943|немочьныи||немочьныи|||Missed||||||||159738|A-|1|1|true||немочьнъ
3751|3944|отъколѣ||отъколѣ|||Missed||||||||159747|Pi|1|1|true||ѿколе
3752|3945|патомьскыи||патомьскыи|||Missed||||||||159750|A-|1|1|true||патомьскыи
3753|3946|отъколѣ||отъколѣ|||Missed||||||||159753|Du|1|1|true||ѿколѣ
3754|3947|куманьскыи||куманьскыи|||Missed||||||||159755|A-|1|1|true||коуманьскоу
3755|3948|възмолити||възмолити|||Missed||||||||159760|V-|1|1|true|възмоли|възмоли
3756|3949|дубровьчьскыи||дубровьчьскыи|||Missed||||||||159772|A-|1|1|true||доубровьцьскаго
3757|3950|бродьникъ||бродьникъ|||Missed||||||||159773|Nb|1|1|true||бродници
3758|3951|подъкласти||подъкласти|||Missed||||||||159778|V-|1|1|true||подъкладъше
3759|3952|вьрху||вьрху|||Missed||||||||159779|Df|1|1|true||вѣрхоу
3760|3953|яневьскыи||яневьскыи|||Missed||||||||159780|A-|1|1|true||яневьскаго
3761|3954|шумьскыи||шумьскыи|||Missed||||||||159782|A-|1|1|true||шюмьскаго
3762|3955|невѣжьскыи||невѣжьскыи|||Missed||||||||159783|A-|1|1|true||невѣжьскаго
3763|3956|богоприимьць||богоприимьць|||Missed||||||||159790|Nb|1|1|true|б҃оприимьцѧ|б҃оприимьцѧ
3764|3957|въгрети||въгрети|||Missed||||||||159815|V-|1|1|true|въгрѣбоша|въгрѣбоша
3765|3958|островльць||островльць|||Missed||||||||159816|Nb|1|1|true||островълець
3766|3959|обесчьствовати||обесчьствовати|||Missed||||||||159822|V-|1|1|true||обьщьствовали
3767|3960|въздорожити||въздорожити|||Missed||||||||159824|V-|1|1|true|въздорожиша|въздорожиша
3768|3961|тальба||тальба|||Missed||||||||159826|Nb|1|1|true||талбѹ
3769|3962|роздьрати||роздьрати|||Missed||||||||159828|V-|1|1|true||роздравше
3770|3963|щитьникъ||щитьникъ|||Missed||||||||159839|Nb|1|1|true||щитник
3771|3964|давыдъковъ||давыдъковъ|||Missed||||||||159843|A-|1|1|true||дв҃дковъ
3772|3965|липьньскыи||липьньскыи|||Missed||||||||159847|A-|1|1|true||липьньскаг҃
