torot_word|pos|morph_tag|deep_cleaned|lemma_id|lemma|sentence_id|pres_before|pres_after|text_id|subtitle_id
сі|Pd|-p---na--i|сі|47|сь|5002372| | |10|79
заповѣдаѭ̄|V-|1spia----i|заповѣдаѭ|1112|заповѣдати|5002372|| ⁛ коц|10|79
Сі|Pd|-p---na--i|сі|47|сь|5002373| | |10|79
заповѣдаѭ|V-|1spia----i|заповѣдаѭ|1112|заповѣдати|5002373|| ⁛ коц ·|10|79
сі|Pd|-p---na--i|сі|47|сь|5002374| | |10|79
заповѣдаѭ̄|V-|1spia----i|заповѣдаѭ|1112|заповѣдати|5002374|| ⁛ коц|10|79
си|Pd|-p---na--i|сі|47|сь|5002375| | |10|79
заповѣдаѭ̄|V-|1spia----i|заповѣдаѭ|1112|заповѣдати|5002375|| |10|79
вам|Pp|2p---md--i|вам|266|вꙑ|5002375|| ⁛ коц ·|10|79
си|Pd|-p---na--i|сі|47|сь|5002376| | |10|79
запов|A-|-s---mapsi|запов|0|FIXME|5002376|| · коц ·|10|79
А̄ште|G-|---------n|аште|248|аще|5002377| | |10|79
ӣ|C-|---------n|і|13|и|5002377|| |10|79
весь|Px|-s---mn--i|весь|54|вьсь|5002377|| |10|79
міръ|Nb|-s---mn--i|міръ|1129|миръ#1|5002377|| |10|79
вас|Pp|2p---mg--i|вас|266|вꙑ|5002377|| |10|79
ненавідітъ|V-|3spia----i|ненавідітъ|741|ненавидѣти|5002377|| · |10|79
вѣдіте|V-|2ppma----i|вѣдіте|138|вѣдѣти|5002377|| |10|79
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002377|| |10|79
м$е@не|Pp|1s---qg--i|мене|439|азъ|5002377|| |10|79
прѣжде|Df|---------n|прѣжде|5|прѣжде|5002377|| |10|79
вас|Pp|2p---mg--i|вас|266|вꙑ|5002377|| |10|79
възненавідѣ|V-|3saia----i|възненавідѣ|738|възненавидѣти|5002377|| ·|10|79
А̄ще|G-|---------n|аште|248|аще|5002378| | |10|79
весь|Px|-s---mn--i|весь|54|вьсь|5002378|| |10|79
міръ|Nb|-s---mn--i|міръ|1129|миръ#1|5002378|| |10|79
вась|Pp|2p---mg--i|вась|266|вꙑ|5002378|| |10|79
ненавіді$т@|V-|3spia----i|ненавідіт|741|ненавидѣти|5002378|| ⁛ коц|10|79
А̄ште|G-|---------n|аште|248|аще|5002379| | |10|79
о$т@|R-|---------n|от|80|отъ|5002379|| |10|79
въсего|Px|-s---og--i|въсего|54|вьсь|5002379|| |10|79
міра|Nb|-s---mg--i|міра|284|миръ#2|5002379|| |10|79
бисте|V-|2ppsa----i|бісте|18|бꙑти|5002379|| |10|79
бъілі|V-|-pspamn-si|бъілі|18|бꙑти|5002379|| · |10|79
весь|Px|-s---fa--i|весь|54|вьсь|5002379|| |10|79
міръ|Nb|-s---mn--i|міръ|1129|миръ#1|5002379|| |10|79
ѹ̄бо|Df|---------n|оубо|6|оубо|5002379|| |10|79
свое|Pt|3s---na--i|свое|217|свои|5002379|| |10|79
любілъ|V-|-sspamn-si|любілъ|740|любити|5002379|| |10|79
бі|V-|3spsa----i|бі|18|бꙑти|5002379|| · |10|79
ѣ̄коже|G-|---------n|ѣкоже|497|ꙗкоже|5002379|| |10|79
отъ|R-|---------n|отъ|80|отъ|5002379|| |10|79
въсего|Px|-s---og--i|въсего|54|вьсь|5002379|| |10|79
міра|Nb|-s---mg--i|міра|284|миръ#2|5002379|| |10|79
нѣсте|V-|2ppia----i|нѣсте|176|не бꙑти|5002379|| · |10|79
нъ|C-|---------n|нъ|11|нъ|5002379|| |10|79
азъ|Pp|1s---qn--i|азъ|439|азъ|5002379|| |10|79
и҅збьрахъ|V-|1saia----i|ізбьрахъ|1379|избьрати|5002379|| |10|79
въі|Pp|2p---qa--i|въі|266|вꙑ|5002379|| |10|79
ѡ̄тъ|R-|---------n|отъ|80|отъ|5002379|| |10|79
въсего|Px|-s---og--i|въсего|54|вьсь|5002379|| |10|79
міра|Nb|-s---mg--i|міра|284|миръ#2|5002379|| · |10|79
сего|Pd|-s---mg--i|сего|47|сь|5002379|| |10|79
ради|R-|---------n|раді|559|ради|5002379|| |10|79
ненавідітъ|V-|3spia----i|ненавідітъ|741|ненавидѣти|5002379|| |10|79
васъ|Pp|2p---qg--i|васъ|266|вꙑ|5002379|| |10|79
весь|Px|-s---mn--i|весь|54|вьсь|5002379|| |10|79
миръ|Nb|-s---mn--i|міръ|284|миръ#2|5002379|| ·|10|79
Помъните|V-|2ppma----i|помъніте|471|помьнѣти|5002380| | |10|79
слово|Nb|-s---na--i|слово|519|слово|5002380|| |10|79
еже|Pr|-s---na--i|еже|96|иже|5002380|| |10|79
а̄з|Pp|1s---mn--i|аз|439|азъ|5002380|| |10|79
рѣхъ|V-|1saia----i|рѣхъ|106|рещи|5002380|| |10|79
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002380|| · |10|79
нѣстъ|V-|3spia----i|нѣстъ|176|не бꙑти|5002380|| |10|79
рабъ|Nb|-s---mn--i|рабъ|510|рабъ|5002380|| |10|79
боліӣ|A-|-s---mncti|боліі|817|болии|5002380|| |10|79
г҃а|Nb|-s---mg--i|га|342|господь|5002380|| |10|79
свое̄го|Pt|3s---og--i|своего|217|свои|5002380|| · |10|79
а̄ште|G-|---------n|аште|248|аще|5002380|| |10|79
мѩ|Pp|1s---ma--i|мѧ|439|азъ|5002380|| |10|79
ӣзгьнашѧ|V-|3paia----i|ізгьнашѧ|315|изгънати|5002380|| · |10|79
ӣ|C-|---------n|і|13|и|5002380|| |10|79
въі|Pp|2p---mn--i|въі|266|вꙑ|5002380|| |10|79
ижденѫтъ|V-|3ppia----i|іжденѫтъ|315|изгънати|5002380|| · |10|79
А̄ште|G-|---------n|аште|248|аще|5002380|| |10|79
слово|Nb|-s---na--i|слово|519|слово|5002380|| |10|79
мое|Ps|1s---na--i|мое|446|мои|5002380|| |10|79
съблюсѧ|V-|3paia----i|съблюсѧ|424|съблюсти|5002380|| · |10|79
ӣ|C-|---------n|і|13|и|5002380|| |10|79
ваше|Ps|2s---na--i|ваше|720|вашь|5002380|| |10|79
съблюдѫтъ|V-|3ppia----i|съблюдѫтъ|424|съблюсти|5002380|| ·|10|79
Нъ|C-|---------n|нъ|11|нъ|5002381| | |10|79
сіӣ|Pd|-p---mn--i|сіі|47|сь|5002381|| |10|79
въсѣ|Px|-p---na--i|въсѣ|54|вьсь|5002381|| |10|79
сътворѧт|V-|3ppia----i|сътворѧт|73|сътворити|5002381|| |10|79
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002381|| |10|79
за|R-|---------n|за|723|за|5002381|| |10|79
ӣмѧ|Nb|-s---na--i|імѧ|441|имѧ|5002381|| |10|79
мое̄|Ps|1s---na--i|мое|446|мои|5002381|| · |10|79
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002381|| |10|79
не|Df|---------n|не|8|не|5002381|| |10|79
вѣдѧтъ|V-|3ppia----i|вѣдѧтъ|138|вѣдѣти|5002381|| |10|79
посьлавъшаа̄го|V-|-supamg-wi|посьлавъшааго|63|посълати|5002381|| |10|79
мѧ|Pp|1s---qa--i|мѧ|439|азъ|5002381|| ·|10|79
А̄ште|G-|---------n|аште|248|аще|5002382| | |10|79
не|Df|---------n|не|8|не|5002382|| |10|79
бім|V-|-spppmn-si|бім|0|FIXME|5002382|| |10|79
прішелъ|V-|-sspamn-si|прішелъ|221|прити|5002382|| |10|79
ӣ|C-|---------n|і|13|и|5002382|| |10|79
г҃ла̄лъ|V-|-sspamn-si|глалъ|102|глаголати|5002382|| |10|79
ӣмъ|Pp|3p---md--i|імъ|64|и|5002382|| · |10|79
грѣха|Nb|-s---mg--i|грѣха|406|грѣхъ|5002382|| |10|79
не|Df|---------n|не|8|не|5002382|| |10|79
бѫ|V-|3ppsa----i|бѫ|18|бꙑти|5002382|| |10|79
ӣмѣлі|V-|-pspamn-si|імѣлі|9|имѣти|5002382|| · |10|79
нъінѣ|Df|---------n|нъінѣ|289|нꙑнѣ|5002382|| |10|79
же|Df|---------n|же|20|же|5002382|| |10|79
ӣ|C-|---------n|і|13|и|5002382|| |10|79
винъі|Nb|-s---fg--i|вінъі|1587|вина|5002382|| |10|79
не|Df|---------n|не|8|не|5002382|| |10|79
ӣмѫт|V-|3ppia----i|імѫт|9|имѣти|5002382|| |10|79
о̄|R-|---------n|о|1|о|5002382|| |10|79
грѣсѣ|Nb|-s---ml--i|грѣсѣ|406|грѣхъ|5002382|| |10|79
свое̄м|Ps|2s---nl--i|своем|0|FIXME|5002382|| ·|10|79
Ненавідѧӣ|V-|-sppamn-wi|ненавідѧі|741|ненавидѣти|5002383| | |10|79
мене|Pp|1s---qg--i|мене|439|азъ|5002383|| · |10|79
ӣ|C-|---------n|і|13|и|5002383|| |10|79
о҃̄ца|Nb|-s---mg--i|оца|34|богъ|5002383|| |10|79
мое̄го|Ps|1s---og--i|моего|446|мои|5002383|| |10|79
ненавідітъ|V-|3spia----i|ненавідітъ|741|ненавидѣти|5002383|| ·|10|79
нъ|C-|---------n|нъ|11|нъ|5002384| | |10|79
да|G-|---------n|да|366|да|5002384|| |10|79
събѫдетъ|V-|3spia----i|събѫдетъ|977|събꙑти|5002384|| |10|79
сѧ|Pk|3s---qa--i|сѧ|21|себе|5002384|| |10|79
слово|Nb|-s---nn--i|слово|519|слово|5002384|| |10|79
пісаное̄|V-|-suppnn-wi|пісаное|32|пьсати|5002384|| |10|79
въ|R-|---------n|въ|111|въ|5002384|| |10|79
законѣ|Nb|-s---ml--i|законѣ|197|законъ|5002384|| |10|79
ӣхъ|Pp|3p---mg--i|іхъ|64|и|5002384|| · |10|79
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002384|| |10|79
възненавідѣшѧ|V-|3paia----i|възненавідѣшѧ|738|възненавидѣти|5002384|| |10|79
мѧ|Pp|1s---ma--i|мѧ|439|азъ|5002384|| |10|79
спъіті|Df|---------n|спъіті|3210|спꙑти|5002384|| ·|10|79
Е̄гда|Dq|---------n|егда|300|ѥгда|5002385| | |10|79
же|Df|---------n|же|20|же|5002385|| |10|79
прідетъ|V-|3spia----i|прідетъ|221|прити|5002385|| |10|79
параклітъ|Nb|-s---mn--i|параклітъ|3201|параклитъ|5002385|| · |10|79
Е̄гоже|Pr|-s---mg--i|егоже|96|иже|5002385|| |10|79
а̄зь|Pp|1s---mn--i|азь|439|азъ|5002385|| |10|79
посьлѭ|V-|1spia----i|посьлѭ|63|посълати|5002385|| |10|79
вамъ|Pp|2p---md--i|вамъ|266|вꙑ|5002385|| · |10|79
ѡ̄тъ|R-|---------n|отъ|80|отъ|5002385|| |10|79
о҃̄ца|Nb|-s---mg--i|оца|34|богъ|5002385|| |10|79
д҃хъ|Nb|-s---mn--i|дхъ|442|доухъ|5002385|| |10|79
ӣстінънъи|A-|-s---mnpwi|істінънъі|72|истиньнъ|5002385|| · |10|79
ꙇ̄же|Pr|-s---mn--i|іже|96|иже|5002385|| |10|79
ѡ$т@|R-|---------n|от|80|отъ|5002385|| |10|79
о҃̄ца|Nb|-s---mg--i|оца|34|богъ|5002385|| |10|79
ӣсходітъ|V-|3spia----i|ісходітъ|1010|исходити|5002385|| · |10|79
тъ|Pd|-s---mn--i|тъ|105|тъ|5002385|| |10|79
сьвѣдѣтельствѹе̄тъ|V-|3spia----i|сьвѣдѣтельствоуетъ|1807|съвѣдѣтельствовати|5002385|| |10|79
о̄|R-|---------n|о|1|о|5002385|| |10|79
мьнѣ|Pp|1s---ql--i|мьнѣ|439|азъ|5002385|| ·|10|79
ӣ|C-|---------n|і|13|и|5002386| | |10|79
въи|Pp|2p---qn--i|въі|266|вꙑ|5002386|| |10|79
же|Df|---------n|же|20|же|5002386|| |10|79
съвѣ(д)ѣ(те)льствѹе̄те|V-|2ppia----i|съвѣдѣтельствоуете|1807|съвѣдѣтельствовати|5002386|| · |10|79
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002386|| |10|79
искони|Df|---------n|ісконі|1588|искони|5002386|| |10|79
съ|R-|---------n|съ|92|съ|5002386|| |10|79
мьноѭ̄|Pp|1s---qi--i|мьноѭ|439|азъ|5002386|| |10|79
е̄сте|V-|2ppia----i|есте|18|бꙑти|5002386|| ·|10|79
Си|Pd|-p---na--i|сі|47|сь|5002387| | |10|80
г҃лахъ|V-|1saia----i|глахъ|102|глаголати|5002387|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002387|| · |10|80
да|G-|---------n|да|366|да|5002387|| |10|80
не|Df|---------n|не|8|не|5002387|| |10|80
съблазніте|V-|2ppia----i|съблазніте|1188|съблазнити|5002387|| |10|80
сѧ|Pk|3s---qa--i|сѧ|21|себе|5002387|| ·|10|80
Нъ|C-|---------n|нъ|11|нъ|5002388| | |10|80
прідетъ|V-|3spia----i|прідетъ|221|прити|5002388|| |10|80
годіна|Nb|-s---fn--i|годіна|1410|година|5002388|| · |10|80
да|G-|---------n|да|366|да|5002388|| |10|80
въсѣкъ|A-|-s---mnpsi|въсѣкъ|362|вьсꙗкъ|5002388|| |10|80
ꙇ̄же|Pr|-s---mn--i|іже|96|иже|5002388|| |10|80
ѹ̄бие̄тъ|V-|3spia----i|оубіетъ|1141|оубити|5002388|| |10|80
въі|Pp|2p---qa--i|въі|266|вꙑ|5002388|| · |10|80
мьнітъ|V-|3spia----i|мьнітъ|166|мьнѣти|5002388|| |10|80
сѧ|Pk|3s---qa--i|сѧ|21|себе|5002388|| |10|80
слѹжбѫ|Nb|-s---fa--i|слоужбѫ|506|слоужьба|5002388|| |10|80
пріносіті|V-|--pna----i|пріносіті|391|приносити|5002388|| |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002388|| ⁛|10|80
Приде$т@|V-|3sfia----i|прідет|221|прити|5002389| | |10|80
врѣмѧ|Nb|-s---nn--i|врѣмѧ|268|врѣмѧ|5002389|| · |10|80
да|G-|---------n|да|366|да|5002389|| |10|80
вс̄ѣкъ|A-|-s---mnpsi|всѣкъ|362|вьсꙗкъ|5002389|| |10|80
ꙇ$ж@е|Pr|-s---mn--i|іже|96|иже|5002389|| |10|80
ѹ̄біе̄т|V-|3spia----i|оубіет|1141|оубити|5002389|| |10|80
въи|Pp|2p---qa--i|въі|266|вꙑ|5002389|| · |10|80
мнӣть|V-|3spia----i|мніть|166|мьнѣти|5002389|| |10|80
сѧ|Pk|3s---qa--i|сѧ|21|себе|5002389|| |10|80
слѹжбѫ̄|Nb|-s---fa--i|слоужбѫ|506|слоужьба|5002389|| |10|80
приносіті|V-|--pna----i|пріносіті|391|приносити|5002389|| |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002389|| ⁛ коц ·|10|80
мьнит|V-|3spia----i|мьніт|166|мьнѣти|5002390| | |10|80
с̄ѧ|Pk|3s---qa--i|сѧ|21|себе|5002390|| |10|80
слѹжьбѫ|Nb|-s---fa--i|слоужьбѫ|506|слоужьба|5002390|| |10|80
приноситі|V-|--pna----i|пріносіті|391|приносити|5002390|| |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002390|| ⁛|10|80
слѹ̄жбѫ|Nb|-s---fa--i|слоужбѫ|506|слоужьба|5002391| | |10|80
приносіті|V-|--pna----i|пріносіті|391|приносити|5002391|| |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002391|| +|10|80
приноси$т@|V-|3spia----i|пріносіт|391|приносити|5002392| | |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002392|| ·|10|80
мьнит|V-|3spia----i|мьніт|166|мьнѣти|5002393| | |10|80
с̄ѧ|Pk|3s---qa--i|сѧ|21|себе|5002393|| |10|80
слѹжбѫ̄|Nb|-s---fa--i|слоужбѫ|506|слоужьба|5002393|| |10|80
пріноситі|V-|--pna----i|пріносіті|391|приносити|5002393|| |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002393|| ⁛|10|80
приносити|V-|--pna----i|пріносіті|391|приносити|5002394| | |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002394|| ⁛|10|80
приносити|V-|--pna----i|пріносіті|391|приносити|5002395| | |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002395|| ⁛|10|80
приноси$т@|V-|3spia----i|пріносіт|391|приносити|5002396| | |10|80
б҃ѹ|Nb|-s---md--i|боу|34|богъ|5002396|| +|10|80
Ӣ|C-|---------n|і|13|и|5002397| | |10|80
сі|Pd|-p---na--i|сі|47|сь|5002397|| |10|80
сътворѧт|V-|3ppia----i|сътворѧт|73|сътворити|5002397|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002397|| · |10|80
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002397|| |10|80
не|Df|---------n|не|8|не|5002397|| |10|80
позн̄ашѧ|V-|3paia----i|познашѧ|891|познати|5002397|| |10|80
ни|C-|---------n|ні|157|ни|5002397|| |10|80
о҃̄ца|Nb|-s---mg--i|оца|34|богъ|5002397|| |10|80
ні|C-|---------n|ні|157|ни|5002397|| |10|80
мене|Pp|1s---mg--i|мене|439|азъ|5002397|| ·|10|80
нъ|C-|---------n|нъ|11|нъ|5002398| | |10|80
сі|Pd|-p---na--i|сі|47|сь|5002398|| |10|80
г҃лахъ|V-|1saia----i|глахъ|102|глаголати|5002398|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002398|| · |10|80
да|G-|---------n|да|366|да|5002398|| |10|80
е̄гд̄а|Dq|---------n|егда|300|ѥгда|5002398|| |10|80
прідетъ|V-|3spia----i|прідетъ|221|прити|5002398|| |10|80
годіна|Nb|-s---fn--i|годіна|1410|година|5002398|| · |10|80
помінаӣте|V-|2ppma----i|помінаіте|2935|поминати|5002398|| |10|80
сіӣ|Pd|-p---mn--i|сіі|47|сь|5002398|| · |10|80
ѣ̄ко|Df|---------n|ѣко|768|ꙗко#1|5002398|| |10|80
а̄зь|Pp|1s---mn--i|азь|439|азъ|5002398|| |10|80
рѣхъ|V-|1saia----i|рѣхъ|106|рещи|5002398|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002398|| · |10|80
сіхъ|Pd|-p---ng--i|сіхъ|47|сь|5002398|| |10|80
же|Df|---------n|же|20|же|5002398|| |10|80
а̄зъ|Pp|1s---qn--i|азъ|439|азъ|5002398|| |10|80
не|Df|---------n|не|8|не|5002398|| |10|80
рѣхъ|V-|1saia----i|рѣхъ|106|рещи|5002398|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002398|| |10|80
ӣспръва|Df|---------n|іспръва|2398|испрьва|5002398|| · |10|80
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002398|| |10|80
съ|R-|---------n|съ|92|съ|5002398|| |10|80
вамі|Pp|2p---qi--i|вамі|266|вꙑ|5002398|| |10|80
бѣхъ|V-|1siia----i|бѣхъ|18|бꙑти|5002398|| ·|10|80
нъінѣ|Df|---------n|нъінѣ|289|нꙑнѣ|5002399| | |10|80
же|Df|---------n|же|20|же|5002399|| |10|80
ӣдѫ|V-|1spia----i|ідѫ|668|ити|5002399|| |10|80
кь|R-|---------n|кь|59|къ|5002399|| |10|80
посълавъшѹмѹ|V-|-supamd-wi|посълавъшоумоу|63|посълати|5002399|| |10|80
м$ѧ@|Pp|1s---qa--i|мѧ|439|азъ|5002399|| · |10|80
ӣ|C-|---------n|і|13|и|5002399|| |10|80
никт̄оже|Px|-s---qn--i|ніктоже|937|никътоже|5002399|| |10|80
о̄тъ|R-|---------n|отъ|80|отъ|5002399|| |10|80
васъ|Pp|2p---qg--i|васъ|266|вꙑ|5002399|| |10|80
не|Df|---------n|не|8|не|5002399|| |10|80
въпрашае̄тъ|V-|3spia----i|въпрашаетъ|1502|въпрашати|5002399|| |10|80
мене|Pp|1s---qg--i|мене|439|азъ|5002399|| · |10|80
камо|Du|---------n|камо|3089|камо|5002399|| |10|80
ӣдеши|V-|2spia----i|ідеші|668|ити|5002399|| ·|10|80
нъ|C-|---------n|нъ|11|нъ|5002400| | |10|80
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002400|| |10|80
сі|Pd|-p---na--i|сі|47|сь|5002400|| |10|80
г҃лахъ|V-|1saia----i|глахъ|102|глаголати|5002400|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002400|| · |10|80
скръбь|Nb|-s---fa--i|скръбь|1829|скръбь|5002400|| |10|80
ӣсплъні|V-|3saia----i|ісплъні|1380|испльнити|5002400|| |10|80
с҃рдца|Nb|-p---na--i|срдца|445|срьдьце|5002400|| |10|80
ваша|Ps|2p---na--i|ваша|720|вашь|5002400|| ·|10|80
Нъ|C-|---------n|нъ|11|нъ|5002401| | |10|80
а̄зь|Pp|1s---mn--i|азь|439|азъ|5002401|| |10|80
ӣстінѫ|Nb|-s---fa--i|істінѫ|385|истина|5002401|| |10|80
г҃лѭ|V-|1spia----i|глѭ|102|глаголати|5002401|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002401|| · |10|80
Ѹ̄нѣе̄|A-|-s---nncsi|оунѣе|696|оунии|5002401|| |10|80
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5002401|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002401|| · |10|80
да|G-|---------n|да|366|да|5002401|| |10|80
а̄зь|Pp|1s---mn--i|азь|439|азъ|5002401|| |10|80
ӣдѫ|V-|1spia----i|ідѫ|668|ити|5002401|| · |10|80
А̄ште|G-|---------n|аште|248|аще|5002401|| |10|80
бо|Df|---------n|бо|94|бо|5002401|| |10|80
не|Df|---------n|не|8|не|5002401|| |10|80
ӣдѫ|V-|1spia----i|ідѫ|668|ити|5002401|| |10|80
а̄зъ|Pp|1s---qn--i|азъ|439|азъ|5002401|| · |10|80
параклитъ|Nb|-s---mn--i|параклітъ|3201|параклитъ|5002401|| |10|80
не|Df|---------n|не|8|не|5002401|| |10|80
прідетъ|V-|3spia----i|прідетъ|221|прити|5002401|| |10|80
кь|R-|---------n|кь|59|къ|5002401|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002401|| · |10|80
А̄ште|G-|---------n|аште|248|аще|5002401|| |10|80
лі|Df|---------n|лі|249|ли|5002401|| |10|80
же|Df|---------n|же|20|же|5002401|| |10|80
ӣдѫ|V-|1spia----i|ідѫ|668|ити|5002401|| |10|80
посьлѭ|V-|1spia----i|посьлѭ|63|посълати|5002401|| |10|80
ӣ|C-|---------n|і|13|и|5002401|| |10|80
кь|R-|---------n|кь|59|къ|5002401|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002401|| ·|10|80
ӣ|C-|---------n|і|13|и|5002402| | |10|80
прішедъ|V-|-supamn-si|прішедъ|221|прити|5002402|| |10|80
о̄нъ|Pd|-s---mn--i|онъ|83|онъ|5002402|| · |10|80
о̄блічитъ|V-|3spia----i|облічітъ|1564|обличити|5002402|| |10|80
въсего|Px|-s---mg--i|въсего|54|вьсь|5002402|| |10|80
мира|Nb|-s---mg--i|міра|284|миръ#2|5002402|| · |10|80
О̄|R-|---------n|о|1|о|5002402|| |10|80
грѣсѣ|Nb|-s---ml--i|грѣсѣ|406|грѣхъ|5002402|| · |10|80
ӣ|C-|---------n|і|13|и|5002402|| |10|80
о̄|R-|---------n|о|1|о|5002402|| |10|80
правьдѣ|Nb|-s---fd--i|правьдѣ|568|правьда|5002402|| |10|80
ӣ|C-|---------n|і|13|и|5002402|| |10|80
о̄|R-|---------n|о|1|о|5002402|| |10|80
сѫдѣ|Nb|-s---ml--i|сѫдѣ|727|сѫдъ|5002402|| ·|10|80
О̄|R-|---------n|о|1|о|5002403| | |10|80
грѣсѣ|Nb|-s---ml--i|грѣсѣ|406|грѣхъ|5002403|| |10|80
ѹ̄бо|Df|---------n|оубо|6|оубо|5002403|| · |10|80
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002403|| |10|80
не|Df|---------n|не|8|не|5002403|| |10|80
вѣрѹѭ̄тъ|V-|3ppia----i|вѣроуѭтъ|965|вѣровати|5002403|| |10|80
въ|R-|---------n|въ|111|въ|5002403|| |10|80
мѧ|Pp|1s---qa--i|мѧ|439|азъ|5002403|| ·|10|80
О̄|R-|---------n|о|1|о|5002404| | |10|80
правъдѣ|Nb|-s---fl--i|правъдѣ|568|правьда|5002404|| |10|80
же|Df|---------n|же|20|же|5002404|| · |10|80
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5002404|| |10|80
кь|R-|---------n|кь|59|къ|5002404|| |10|80
о҃̄цю|Nb|-s---md--i|оцоу|306|отьць|5002404|| |10|80
грѩдѫ|V-|1spia----i|грѧдѫ|955|грѧсти|5002404|| · |10|80
ӣ|C-|---------n|і|13|и|5002404|| |10|80
к|R-|---------n|к|59|къ|5002404|| |10|80
т̄омѹ|Pd|-s---nd--i|томоу|105|тъ|5002404|| |10|80
не|Df|---------n|не|8|не|5002404|| |10|80
видіте|V-|2ppia----i|відіте|478|видѣти|5002404|| |10|80
мене|Pp|1s---qg--i|мене|439|азъ|5002404|| ·|10|80
о̄сѫдѣ|Df|---------n|осѫдѣ|0|FIXME|5002405| | |10|80
же|Df|---------n|же|20|же|5002405|| |10|80
ѣ̄ко|Df|---------n|ѣко|768|ꙗко#1|5002405|| |10|80
кьнѧѕь|Nb|-s---mn--i|кьнѧзь|277|кънѧѕь|5002405|| |10|80
міра|Nb|-s---mg--i|міра|284|миръ#2|5002405|| |10|80
сего|Pd|-s---og--i|сего|47|сь|5002405|| |10|80
о̄сѫжден|A-|-s---mnpsi|осѫжден|0|FIXME|5002405|| |10|80
бъі$с@|V-|3saia----i|бъіс|18|бꙑти|5002405|| ·|10|80
Е̄ште|Df|---------n|еште|253|ѥще|5002406| | |10|80
много|Df|-s---napsi|много|1046|мъного|5002406|| |10|80
ӣмамъ|V-|1spia----i|імамъ|9|имѣти|5002406|| |10|80
г҃латі|V-|--pna----i|глаті|102|глаголати|5002406|| |10|80
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5002406|| · |10|80
нъ|C-|---------n|нъ|11|нъ|5002406|| |10|80
не|Df|---------n|не|8|не|5002406|| |10|80
можете|V-|2ppia----i|можете|31|мощи|5002406|| |10|80
носіті|V-|--pna----i|носіті|329|носити|5002406|| |10|80
нъінѣ|Df|---------n|нъінѣ|289|нꙑнѣ|5002406|| ·|10|80
Е̄гда|Dq|---------n|егда|300|ѥгда|5002407| | |10|80
же|Df|---------n|же|20|же|5002407|| |10|80
придетъ|V-|3spia----i|прідетъ|221|прити|5002407|| |10|80
о̄нъ|Pd|-s---mn--i|онъ|83|онъ|5002407|| · |10|80
д҃хъ|Nb|-s---mn--i|дхъ|442|доухъ|5002407|| |10|80
ӣстінънъи|A-|-s---mnpwi|істінънъі|72|истиньнъ|5002407|| · |10|80
наставітъ|V-|3spia----i|наставітъ|3211|наставити|5002407|| |10|80
въи|Pp|2p---qa--i|въі|266|вꙑ|5002407|| · |10|80
на|R-|---------n|на|117|на|5002407|| |10|80
вс̄ѫ|Px|-s---fa--i|всѫ|54|вьсь|5002407|| |10|80
ӣстинѫ|Nb|-s---fa--i|істінѫ|385|истина|5002407|| ·: — коц : |10|80
Не|Df|---------n|не|8|не|5002407|| |10|80
о̄|R-|---------n|о|1|о|5002407|| |10|80
себѣ|Pk|3s---ql--i|себѣ|21|себе|5002407|| |10|80
г҃лати|V-|--pna----i|глаті|102|глаголати|5002407|| |10|80
иматъ|V-|3spia----i|іматъ|9|имѣти|5002407|| · |10|80
нъ|C-|---------n|нъ|11|нъ|5002407|| |10|80
е̄лико|Pr|---------n|еліко|874|ѥлико|5002407|| ⁛ |10|80
